ID	adj.P.Val	P.Value	t	logFC	Gene.symbol
222453_at	3.24E-03	2.09E-05	-5.3378868	-1.48933533	CYBRD1
212667_at	3.24E-03	2.09E-05	-5.3367354	-1.41058543	SPARC
212459_x_at	3.25E-03	2.10E-05	5.3345297	1.31583752	SUCLG2
204464_s_at	3.25E-03	2.11E-05	-5.3330346	-1.65015754	EDNRA
225290_at	3.36E-03	2.19E-05	5.3189929	1.39345361	ETNK1
223604_at	3.39E-03	2.21E-05	-5.3135129	-1.84821842	GARNL3
219167_at	3.40E-03	2.23E-05	-5.3110007	-2.03755312	RASL12
204428_s_at	3.42E-03	2.24E-05	-5.3081599	-2.49188231	LCAT
204083_s_at	3.43E-03	2.27E-05	-5.3040382	-3.40603383	TPM2
212501_at	3.43E-03	2.27E-05	-5.3038617	-0.80147844	CEBPB
203059_s_at	3.48E-03	2.31E-05	5.2962876	1.7440936	PAPSS2
212912_at	3.48E-03	2.32E-05	-5.293792	-1.15638246	RPS6KA2
1557938_s_at	3.48E-03	2.33E-05	-5.2929884	-2.87550758	PTRF
238447_at	3.48E-03	2.33E-05	-5.2926564	-1.53847659	RBMS3
218980_at	3.48E-03	2.33E-05	-5.2923547	-2.65305836	FHOD3
209250_at	3.49E-03	2.34E-05	-5.2908659	-1.53366567	DEGS1
209616_s_at	3.49E-03	2.35E-05	-5.2890891	-3.18990206	LOC100653057///CES1
206340_at	3.53E-03	2.38E-05	5.283827	2.47371667	NR1H4
222717_at	3.54E-03	2.40E-05	-5.2803219	-2.22832103	SDPR
222101_s_at	3.54E-03	2.41E-05	-5.2798241	-1.52232586	DCHS1
34408_at	3.58E-03	2.44E-05	-5.2743153	-1.20150036	RTN2
202081_at	3.60E-03	2.46E-05	-5.271152	-0.90529161	IER2
231048_at	3.60E-03	2.46E-05	-5.2698693	-2.93469561	
235489_at	3.61E-03	2.48E-05	-5.2680992	-1.81452685	RHOJ
222043_at	3.66E-03	2.52E-05	-5.2610749	-2.39716012	CLU
209067_s_at	3.66E-03	2.53E-05	-5.2598906	-1.13686962	HNRNPDL
229218_at	3.66E-03	2.53E-05	-5.2596505	-1.9688132	COL1A2
212358_at	3.66E-03	2.54E-05	-5.2581957	-2.37063894	CLIP3
238484_s_at	3.69E-03	2.57E-05	-5.2533183	-3.03128626	SSBP2
207547_s_at	3.71E-03	2.59E-05	-5.250196	-2.13791417	FAM107A
227758_at	3.74E-03	2.61E-05	-5.2459408	-2.40324701	RERG
227347_x_at	3.75E-03	2.63E-05	-5.2430349	-2.65823058	HES4
213348_at	3.75E-03	2.64E-05	-5.2414312	-1.92298266	CDKN1C
235369_at	3.75E-03	2.64E-05	-5.2410346	-1.01475312	C14orf28
209361_s_at	3.75E-03	2.65E-05	-5.2405204	-1.04452773	PCBP4
209160_at	3.75E-03	2.66E-05	5.2391684	2.17310185	AKR1C3
227399_at	3.75E-03	2.66E-05	-5.2384377	-2.45003085	VGLL3
201431_s_at	3.77E-03	2.68E-05	-5.2349631	-2.11774763	DPYSL3
238115_at	3.78E-03	2.71E-05	-5.2315188	-1.31574513	DNAJC18
227204_at	3.78E-03	2.71E-05	-5.2308055	-1.91701387	PARD6G
241353_s_at	3.78E-03	2.72E-05	-5.2301026	-1.12361577	LOC100507507
213131_at	3.78E-03	2.72E-05	-5.2299244	-1.51944719	OLFM1
202371_at	3.79E-03	2.74E-05	-5.2270632	-1.45353221	TCEAL4
202054_s_at	3.79E-03	2.74E-05	5.2267092	1.03705403	ALDH3A2
204565_at	3.79E-03	2.75E-05	5.2258434	0.98738999	ACOT13
227084_at	3.80E-03	2.76E-05	-5.2243089	-2.36252055	DTNA
207009_at	3.82E-03	2.78E-05	-5.2202246	-2.91566505	PHOX2B
221805_at	3.84E-03	2.80E-05	-5.2171939	-3.59726735	NEFL
214927_at	3.89E-03	2.85E-05	-5.2107638	-2.34285556	ITGBL1
200632_s_at	3.89E-03	2.85E-05	5.2101466	1.38898933	NDRG1
201036_s_at	3.89E-03	2.87E-05	5.208037	1.42050733	HADH
227055_at	3.89E-03	2.88E-05	5.20601	2.13778106	METTL7B
202036_s_at	3.89E-03	2.88E-05	-5.2056662	-1.90729284	SFRP1
236158_at	3.89E-03	2.89E-05	-5.2054871	-2.46705416	
216061_x_at	3.89E-03	2.89E-05	-5.2054256	-1.79434699	PDGFB
212793_at	3.89E-03	2.90E-05	-5.2040724	-1.58768653	DAAM2
211813_x_at	3.92E-03	2.93E-05	-5.1999053	-1.82729419	DCN
225710_at	3.97E-03	2.98E-05	-5.1925427	-1.65114559	GNB4
209263_x_at	3.97E-03	2.98E-05	-5.1922297	-1.29752836	TSPAN4
226587_at	3.97E-03	2.99E-05	-5.1909555	-1.16547412	PWAR6
231067_s_at	3.97E-03	2.99E-05	-5.1905024	-3.26863943	AKAP12
218648_at	4.00E-03	3.02E-05	-5.1869794	-1.02040981	CRTC3
228310_at	4.00E-03	3.03E-05	-5.1855647	-1.55131068	ENAH
208609_s_at	4.01E-03	3.05E-05	-5.1834167	-1.88066352	TNXB///TNXA
207031_at	4.12E-03	3.14E-05	-5.1712574	-2.56535349	NKX3-2
206580_s_at	4.12E-03	3.16E-05	-5.1688311	-1.28678863	EFEMP2
1554997_a_at	4.12E-03	3.16E-05	-5.1685767	-2.5587331	PTGS2
244677_at	4.12E-03	3.16E-05	-5.1680048	-1.96238991	MIR6883///PER1
213764_s_at	4.12E-03	3.19E-05	-5.1651698	-3.87197497	MFAP5
212943_at	4.12E-03	3.19E-05	5.1648495	0.78268996	C2CD5
237206_at	4.12E-03	3.19E-05	-5.1645791	-2.78599873	MYOCD
233331_at	4.12E-03	3.19E-05	-5.1645384	-2.53398849	
207030_s_at	4.12E-03	3.20E-05	-5.163976	-1.80081972	CSRP2
201044_x_at	4.12E-03	3.21E-05	-5.1626962	-2.68475372	DUSP1
221667_s_at	4.13E-03	3.21E-05	-5.1615851	-2.83205093	HSPB8
202336_s_at	4.13E-03	3.22E-05	-5.1605092	-1.33535883	PAM
229092_at	4.15E-03	3.25E-05	-5.1567176	-1.14526745	NR2F2
209249_s_at	4.15E-03	3.26E-05	5.1557548	0.94223537	GHITM
203646_at	4.15E-03	3.27E-05	5.1543214	1.10238298	FDX1
205922_at	4.15E-03	3.28E-05	-5.15383	-2.8131345	VNN2
237579_at	4.15E-03	3.28E-05	-5.1536154	-2.41436223	
203619_s_at	4.16E-03	3.29E-05	-5.1517896	-3.09141541	FAIM2
226047_at	4.16E-03	3.30E-05	-5.1511176	-2.52052807	MRVI1
1553732_s_at	4.16E-03	3.31E-05	-5.1497971	-1.74398757	CEP89
218665_at	4.16E-03	3.34E-05	-5.146282	-1.13713633	FZD4
210869_s_at	4.16E-03	3.34E-05	-5.1458087	-2.29179355	MIR6756///MCAM
212878_s_at	4.16E-03	3.34E-05	-5.1457248	-1.34324151	KLC1
223468_s_at	4.16E-03	3.34E-05	-5.1455857	-1.99720589	RGMA
209600_s_at	4.16E-03	3.35E-05	5.1448155	1.86292677	ACOX1
239921_at	4.20E-03	3.38E-05	-5.140671	-2.36880684	COL28A1
219230_at	4.21E-03	3.41E-05	-5.137842	-1.42482443	TMEM100
227529_s_at	4.21E-03	3.41E-05	-5.1369656	-3.22233938	AKAP12
212992_at	4.22E-03	3.42E-05	-5.135962	-3.13996288	AHNAK2
212038_s_at	4.22E-03	3.43E-05	5.1349962	1.15377945	VDAC1
219064_at	4.22E-03	3.46E-05	-5.1321649	-1.74099335	ITIH5
1558105_a_at	4.22E-03	3.46E-05	-5.1319857	-2.05319398	SLC9A7
225946_at	4.22E-03	3.46E-05	-5.1312454	-2.74508662	RASSF8
205591_at	4.22E-03	3.47E-05	-5.1308312	-2.22011443	OLFM1
209864_at	4.22E-03	3.47E-05	5.1302089	1.44585644	FRAT2
229310_at	4.22E-03	3.48E-05	-5.1295164	-1.56196191	KLHL29
227550_at	4.24E-03	3.51E-05	-5.1263045	-2.36205067	GFRA1
205265_s_at	4.25E-03	3.53E-05	-5.1235382	-2.22419701	LOC100996693///SPEG
206755_at	4.25E-03	3.53E-05	5.1231974	2.57737001	CYP2B6
210273_at	4.25E-03	3.54E-05	-5.1224245	-1.71199592	PCDH7
230644_at	4.26E-03	3.55E-05	-5.1208456	-2.36649233	LRFN5
202283_at	4.26E-03	3.56E-05	-5.1201372	-1.33479277	SERPINF1
204134_at	4.29E-03	3.60E-05	-5.1155096	-2.15730862	PDE2A
205433_at	4.29E-03	3.60E-05	-5.1152361	-3.39471453	BCHE
231576_at	4.33E-03	3.64E-05	5.1106175	2.40675707	
239183_at	4.33E-03	3.66E-05	-5.1092059	-3.50915772	ANGPTL1
235739_at	4.33E-03	3.67E-05	-5.1078885	-1.7990208	
218087_s_at	4.33E-03	3.67E-05	-5.1076172	-2.72367003	SORBS1
204115_at	4.33E-03	3.68E-05	-5.1070577	-1.49868156	GNG11
218162_at	4.33E-03	3.68E-05	-5.1063559	-1.60050261	OLFML3
210517_s_at	4.33E-03	3.69E-05	-5.1052519	-2.16139952	AKAP12
226304_at	4.33E-03	3.70E-05	-5.104154	-2.78932441	HSPB6
223539_s_at	4.33E-03	3.71E-05	5.1035804	1.56537119	SERF1B///SERF1A
227646_at	4.40E-03	3.78E-05	-5.0959982	-2.0796346	EBF1
209167_at	4.41E-03	3.79E-05	-5.0944087	-2.1687182	GPM6B
200982_s_at	4.43E-03	3.81E-05	-5.0922083	-1.727625	ANXA6
219867_at	4.43E-03	3.82E-05	-5.0911662	-2.40343012	CHODL
213316_at	4.44E-03	3.84E-05	-5.0895202	-2.67127161	KIAA1462
228640_at	4.44E-03	3.85E-05	-5.0886566	-2.44468544	PCDH7
229465_s_at	4.44E-03	3.86E-05	-5.0870961	-1.33436321	PTPRS
239461_at	4.44E-03	3.87E-05	-5.0865664	-2.03896104	GALNT15
215772_x_at	4.54E-03	3.96E-05	5.0768905	1.27724852	SUCLG2
223378_at	4.59E-03	4.02E-05	-5.0706666	-1.42152063	GLIS2
213501_at	4.59E-03	4.02E-05	5.070531	2.30613968	ACOX1
225894_at	4.59E-03	4.03E-05	-5.0695072	-3.56260391	SYNPO2
36829_at	4.63E-03	4.08E-05	-5.0650017	-1.54484043	MIR6883///PER1
203323_at	4.65E-03	4.11E-05	-5.0621339	-1.55029343	CAV2
223538_at	4.65E-03	4.11E-05	5.0618297	1.30164864	SERF1B///SERF1A
213908_at	4.67E-03	4.13E-05	-5.0592746	-1.67720143	WHAMMP2///WHAMMP3
226051_at	4.67E-03	4.14E-05	-5.0588797	-2.02236277	SELM
224453_s_at	4.70E-03	4.18E-05	5.0548724	2.98231513	ETNK1
1555105_a_at	4.72E-03	4.20E-05	5.0527484	0.96020448	MIER1
215471_s_at	4.74E-03	4.23E-05	5.0501202	1.42632657	MAP7
235485_at	4.74E-03	4.24E-05	-5.0492711	-1.50260808	WDR44
224906_at	4.76E-03	4.27E-05	-5.0463386	-1.54570881	ANO6
215464_s_at	4.80E-03	4.31E-05	5.0426017	1.47271404	P2RX5-TAX1BP3///TAX1BP3///P2RX5
226056_at	4.80E-03	4.32E-05	-5.0413949	-1.31809895	ARHGAP31
227279_at	4.80E-03	4.32E-05	-5.041032	-1.50566283	TCEAL3
216693_x_at	4.80E-03	4.34E-05	-5.0397131	-1.60770285	HDGFRP3
209946_at	4.85E-03	4.39E-05	-5.0350608	-1.46527296	VEGFC
207977_s_at	4.86E-03	4.41E-05	-5.0327953	-2.17112298	DPT
209210_s_at	4.87E-03	4.43E-05	-5.0315209	-2.33477614	FERMT2
213338_at	4.91E-03	4.48E-05	-5.027088	-1.4024371	TMEM158
218694_at	4.91E-03	4.48E-05	-5.026553	-1.82839406	ARMCX1
208747_s_at	4.91E-03	4.49E-05	-5.026108	-1.3521401	C1S
209621_s_at	4.94E-03	4.52E-05	-5.0227059	-2.23676236	PDLIM3
201315_x_at	4.95E-03	4.57E-05	-5.0189638	-1.13685455	IFITM2
201522_x_at	4.95E-03	4.57E-05	-5.0187026	-1.11658503	SNURF///SNRPN
209948_at	4.95E-03	4.57E-05	-5.0182288	-3.05654416	KCNMB1
219584_at	4.95E-03	4.59E-05	-5.0169257	-2.17296286	PLA1A
235504_at	4.95E-03	4.59E-05	-5.0168602	-2.58494127	GREM2
204604_at	4.95E-03	4.59E-05	-5.0165951	-1.41962838	CDK14
225688_s_at	4.95E-03	4.60E-05	-5.0159894	-1.81737149	PHLDB2
201898_s_at	4.96E-03	4.62E-05	5.0140561	1.16549184	UBE2A
213113_s_at	4.98E-03	4.65E-05	-5.0116914	-1.16981422	SLC43A3
209540_at	4.98E-03	4.66E-05	-5.0108247	-1.41440951	IGF1
243509_at	4.98E-03	4.67E-05	-5.0099866	-2.15656197	
218111_s_at	4.98E-03	4.67E-05	5.0096955	1.21967829	CMAS
207175_at	4.98E-03	4.68E-05	-5.0089376	-2.91965368	ADIPOQ
203821_at	5.02E-03	4.74E-05	-5.0041149	-2.00416467	HBEGF
233857_s_at	5.02E-03	4.74E-05	-5.0035963	-2.83394938	ASB2
204584_at	5.02E-03	4.75E-05	-5.0032897	-2.734502	L1CAM
232341_x_at	5.02E-03	4.75E-05	-5.0025797	-1.94511524	HABP4
204675_at	5.04E-03	4.79E-05	4.9994881	1.07488443	SRD5A1
210762_s_at	5.04E-03	4.80E-05	-4.9989605	-1.73238992	DLC1
211919_s_at	5.05E-03	4.82E-05	-4.9973251	-2.29877459	CXCR4
226303_at	5.05E-03	4.82E-05	-4.9968161	-2.46745807	PGM5
222108_at	5.12E-03	4.91E-05	-4.9898676	-2.23175544	AMIGO2
1565639_a_at	5.12E-03	4.91E-05	-4.9895052	-2.25633336	PMP22
237252_at	5.13E-03	4.92E-05	-4.988624	-2.70303131	THBD
201163_s_at	5.18E-03	5.00E-05	-4.9825157	-1.31105249	IGFBP7
212923_s_at	5.18E-03	5.02E-05	-4.9807728	-1.2738335	PXDC1
1552309_a_at	5.18E-03	5.03E-05	-4.9796434	-2.70303124	NEXN
213765_at	5.18E-03	5.03E-05	-4.9794141	-2.93377098	MFAP5
211729_x_at	5.18E-03	5.04E-05	-4.9791592	-1.57343502	BLVRA
241272_at	5.18E-03	5.04E-05	-4.9788807	-3.04266006	
208864_s_at	5.18E-03	5.04E-05	4.9788162	1.35060418	TXN
201792_at	5.18E-03	5.05E-05	-4.9780659	-2.01970051	AEBP1
242715_at	5.21E-03	5.09E-05	-4.9748972	-1.64498438	ZNF536
209170_s_at	5.21E-03	5.10E-05	-4.974034	-2.53710972	GPM6B
213746_s_at	5.21E-03	5.11E-05	-4.9735532	-2.70602588	FLNA
219489_s_at	5.23E-03	5.14E-05	-4.9711469	-2.00248037	NXN
225664_at	5.24E-03	5.16E-05	-4.9694855	-1.80899406	COL12A1
226860_at	5.26E-03	5.19E-05	4.9674348	0.96917615	TMEM19
209655_s_at	5.27E-03	5.21E-05	-4.9657574	-1.89753986	TMEM47
212423_at	5.29E-03	5.23E-05	-4.9636469	-1.68125275	ZCCHC24
230722_at	5.29E-03	5.24E-05	-4.9629516	-1.80629445	BNC2
218706_s_at	5.30E-03	5.27E-05	4.9610048	1.32861824	GRAMD3
222403_at	5.31E-03	5.28E-05	4.9600994	1.04767931	MTCH2
200788_s_at	5.31E-03	5.29E-05	-4.9593639	-1.41364356	PEA15
205079_s_at	5.33E-03	5.32E-05	-4.9568802	-2.47890025	MPDZ
224928_at	5.33E-03	5.33E-05	-4.9562615	-1.02175326	SETD7
201468_s_at	5.34E-03	5.36E-05	4.9541605	2.12975132	NQO1
225721_at	5.34E-03	5.37E-05	-4.9532697	-2.78307099	SYNPO2
220267_at	5.34E-03	5.38E-05	-4.9528174	-2.98514786	KRT24
206026_s_at	5.34E-03	5.38E-05	-4.9524594	-2.69608036	TNFAIP6
1554547_at	5.34E-03	5.39E-05	-4.951693	-1.83737606	FAM13C
213909_at	5.35E-03	5.42E-05	-4.9498048	-2.32647088	LRRC15
218711_s_at	5.35E-03	5.43E-05	-4.9490779	-1.70372128	SDPR
231328_s_at	5.45E-03	5.53E-05	-4.9415331	-1.59554458	RASGRP4
203333_at	5.45E-03	5.55E-05	4.9402067	1.20069282	KIFAP3
214752_x_at	5.45E-03	5.55E-05	-4.9398475	-2.40407229	FLNA
219076_s_at	5.54E-03	5.65E-05	4.9324961	1.34438112	PXMP2
227197_at	5.54E-03	5.67E-05	-4.9314438	-1.58183187	ARHGEF26
1561863_a_at	5.55E-03	5.68E-05	-4.9305784	-2.03049617	
206952_at	5.57E-03	5.72E-05	4.9276958	2.30735038	G6PC
204229_at	5.60E-03	5.76E-05	-4.9246975	-1.60085692	SLC17A7
230102_at	5.60E-03	5.77E-05	-4.9244079	-2.17251988	ETV5
205551_at	5.62E-03	5.80E-05	-4.9223875	-2.57867971	SV2B
235721_at	5.64E-03	5.83E-05	-4.9201408	-1.54641171	DTX3
202971_s_at	5.65E-03	5.85E-05	4.9187351	1.10738914	DYRK2
212120_at	5.66E-03	5.87E-05	-4.9172723	-1.55659021	RHOQ
204595_s_at	5.66E-03	5.89E-05	-4.9157073	-1.84328023	STC1
1555037_a_at	5.66E-03	5.89E-05	4.9156497	1.57595234	IDH1
223339_at	5.67E-03	5.91E-05	4.9145286	1.13479644	ATPIF1
212175_s_at	5.68E-03	5.93E-05	4.9131741	1.08299018	AK2
226621_at	5.73E-03	6.00E-05	-4.908536	-1.26189893	OSMR
227195_at	5.73E-03	6.00E-05	-4.9080435	-1.26492045	ZNF503
218573_at	5.76E-03	6.05E-05	-4.9052533	-1.1681364	MAGEH1
228740_at	5.78E-03	6.08E-05	-4.9029382	-2.29667351	
201496_x_at	5.79E-03	6.11E-05	-4.9010488	-3.37771939	MYH11
225387_at	5.79E-03	6.12E-05	-4.9005129	-2.44938155	TSPAN5
205414_s_at	5.79E-03	6.13E-05	4.8998279	1.25959727	ARHGAP44
225673_at	5.79E-03	6.13E-05	-4.8998059	-1.51018048	MYADM
227846_at	5.80E-03	6.16E-05	-4.8978781	-1.0956496	GPR176
200795_at	5.82E-03	6.18E-05	-4.8962082	-1.8020581	SPARCL1
227419_x_at	5.83E-03	6.21E-05	-4.8946734	-1.98870931	PLAC9
237802_at	5.83E-03	6.22E-05	-4.8938788	-2.25316566	XKR4
212353_at	5.86E-03	6.26E-05	-4.891394	-1.76709875	SULF1
1552870_s_at	5.87E-03	6.28E-05	4.8901801	2.50698722	AXDND1
1557542_at	5.87E-03	6.29E-05	-4.8891957	-2.0835785	
208550_x_at	5.87E-03	6.30E-05	4.8885307	1.3833074	KCNG2
204359_at	5.92E-03	6.37E-05	-4.884454	-2.27998121	LOC100506718///FLRT2
221589_s_at	5.94E-03	6.40E-05	4.8820346	0.95444754	ALDH6A1
226695_at	5.95E-03	6.42E-05	-4.8810534	-1.68836084	PRRX1
224396_s_at	5.97E-03	6.46E-05	-4.8786772	-2.58438213	ASPN
209079_x_at	5.97E-03	6.47E-05	-4.878125	-1.48150853	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3
211980_at	5.97E-03	6.48E-05	-4.8773262	-1.45573924	COL4A1
221497_x_at	5.98E-03	6.50E-05	4.8762971	1.29338979	EGLN1
236045_x_at	5.99E-03	6.52E-05	-4.8747033	-1.33194519	
207431_s_at	6.01E-03	6.55E-05	-4.8730844	-1.41926024	DEGS1
243382_at	6.06E-03	6.62E-05	-4.8687624	-1.15266418	LOC101928647
226377_at	6.12E-03	6.70E-05	-4.8638819	-1.22661091	NFIC
233868_x_at	6.14E-03	6.72E-05	-4.86234	-1.28201985	ADAM33
232204_at	6.18E-03	6.78E-05	-4.8588045	-2.02238414	EBF1
217874_at	6.19E-03	6.80E-05	4.8574755	1.01789047	SUCLG1
218341_at	6.19E-03	6.81E-05	4.8571234	0.92426875	PPCS
33494_at	6.23E-03	6.88E-05	4.8532432	1.38509374	ETFDH
214436_at	6.24E-03	6.89E-05	-4.8524494	-2.64854604	FBXL2
227993_at	6.27E-03	6.94E-05	-4.8495638	-0.88447525	METAP2
1553167_a_at	6.28E-03	6.96E-05	4.8484062	1.10011193	SEPSECS
1562013_a_at	6.31E-03	7.00E-05	4.8459894	1.28382035	LOC100506730
205530_at	6.34E-03	7.05E-05	4.8431336	1.20715573	ETFDH
205756_s_at	6.36E-03	7.08E-05	-4.8411821	-1.27131746	F8
203729_at	6.38E-03	7.11E-05	-4.8394509	-1.53881148	EMP3
232226_at	6.39E-03	7.14E-05	-4.8380935	-1.85101496	LRRC4C
225303_at	6.46E-03	7.23E-05	-4.8328149	-2.36668794	KIRREL
204870_s_at	6.47E-03	7.25E-05	-4.8317335	-2.98284644	PCSK2
208983_s_at	6.57E-03	7.38E-05	-4.8245232	-1.60877134	PECAM1
214835_s_at	6.65E-03	7.48E-05	4.819008	1.15481271	SUCLG2
200782_at	6.69E-03	7.53E-05	-4.8163832	-1.06370138	ANXA5
238440_at	6.70E-03	7.56E-05	4.8148952	0.91916176	CLYBL
202890_at	6.72E-03	7.61E-05	4.8123017	1.67162048	MAP7
204337_at	6.72E-03	7.61E-05	-4.812191	-2.83378771	RGS4
205052_at	6.72E-03	7.62E-05	4.8118156	0.93063384	AUH
221246_x_at	6.75E-03	7.68E-05	-4.8086626	-1.44484564	TNS1
242051_at	6.75E-03	7.68E-05	-4.808562	-1.19249599	
223741_s_at	6.76E-03	7.71E-05	-4.8072442	-1.32877631	TTYH2
203404_at	6.87E-03	7.84E-05	-4.8001249	-1.52315922	ARMCX2
232746_at	6.95E-03	7.94E-05	-4.7949653	-1.0826336	ACKR3
202237_at	6.97E-03	7.98E-05	-4.7931107	-1.8514808	LOC101928916///NNMT
206306_at	6.98E-03	8.01E-05	-4.7915131	-2.81074037	RYR3
226152_at	6.98E-03	8.03E-05	-4.7907697	-2.48840638	TTC7B
227780_s_at	6.98E-03	8.03E-05	-4.7905475	-1.30637581	ECSCR
204263_s_at	6.98E-03	8.04E-05	4.7901196	1.48393681	CPT2
206754_s_at	6.98E-03	8.08E-05	4.7881276	2.6019578	CYP2B7P///CYP2B6
208396_s_at	6.98E-03	8.08E-05	-4.7878691	-1.53868157	PDE1A
209868_s_at	6.98E-03	8.08E-05	-4.7878463	-1.37888699	RBMS1
208723_at	6.98E-03	8.09E-05	-4.7874532	-0.86809489	USP11
229974_at	6.98E-03	8.10E-05	-4.7869563	-2.77566556	EVC2
201389_at	6.98E-03	8.11E-05	-4.7863886	-2.15714758	ITGA5
225185_at	6.98E-03	8.13E-05	-4.785339	-1.67521579	MRAS
1555267_at	7.02E-03	8.20E-05	-4.7821276	-1.26211715	GRID1
228325_at	7.02E-03	8.21E-05	-4.7818107	-1.45127814	SPIDR
228504_at	7.05E-03	8.26E-05	-4.7794032	-2.97594423	SCN7A
227727_at	7.13E-03	8.36E-05	-4.7740938	-2.56127117	MRGPRF
227662_at	7.14E-03	8.38E-05	-4.7732381	-2.4854607	SYNPO2
202037_s_at	7.16E-03	8.42E-05	-4.771411	-2.48805557	SFRP1
202465_at	7.20E-03	8.48E-05	-4.7686139	-2.4937922	PCOLCE
217763_s_at	7.26E-03	8.56E-05	-4.7645424	-1.53860985	RAB31
232491_at	7.26E-03	8.57E-05	-4.7641362	-2.40134442	
229127_at	7.26E-03	8.59E-05	-4.7632319	-1.57638502	JAM2
217897_at	7.27E-03	8.62E-05	-4.7620013	-1.93514809	FXYD6
221870_at	7.28E-03	8.67E-05	-4.7597658	-3.22635568	EHD2
204797_s_at	7.28E-03	8.67E-05	-4.7595364	-1.95003637	EML1
221563_at	7.28E-03	8.67E-05	-4.759455	-1.70701058	DUSP10
205378_s_at	7.28E-03	8.69E-05	-4.7587393	-3.25248598	ACHE
227326_at	7.28E-03	8.70E-05	-4.7584275	-2.06180347	MXRA7
228442_at	7.30E-03	8.73E-05	-4.7570035	-1.15591264	NFATC2
226810_at	7.32E-03	8.77E-05	-4.7550281	-1.20060732	OGFRL1
209614_at	7.32E-03	8.78E-05	-4.7544729	-1.96004881	ADH1B
203300_x_at	7.38E-03	8.87E-05	-4.750198	-1.66197758	AP1S2
204400_at	7.38E-03	8.89E-05	-4.7497081	-1.33496675	EFS
202447_at	7.42E-03	8.94E-05	4.7470392	0.98916992	DECR1
224516_s_at	7.44E-03	8.99E-05	-4.7451652	-0.77305952	CXXC5
210036_s_at	7.44E-03	8.99E-05	-4.7447751	-1.60622655	KCNH2
217791_s_at	7.46E-03	9.03E-05	4.7431734	1.41547794	ALDH18A1
227697_at	7.50E-03	9.09E-05	-4.7403565	-2.33764494	SOCS3
227183_at	7.59E-03	9.21E-05	-4.7351179	-2.62232082	CARMN///MIR145
205234_at	7.59E-03	9.23E-05	-4.7342382	-1.90688749	SLC16A4
220753_s_at	7.59E-03	9.25E-05	4.7336085	1.25496167	CRYL1
204967_at	7.63E-03	9.31E-05	4.7307347	1.3716574	SHROOM2
209081_s_at	7.64E-03	9.33E-05	-4.729921	-1.72258341	COL18A1
223987_at	7.65E-03	9.36E-05	-4.7285893	-2.7506557	CHRDL2
215933_s_at	7.72E-03	9.49E-05	-4.7232516	-1.42797722	HHEX
209556_at	7.72E-03	9.51E-05	-4.7222309	-1.5881024	NCDN
202222_s_at	7.72E-03	9.52E-05	-4.7220763	-3.84277709	DES
240509_s_at	7.72E-03	9.52E-05	-4.7218404	-2.96053879	GREM2
238719_at	7.72E-03	9.52E-05	-4.7217619	-0.90008101	PPP2CA
336_at	7.73E-03	9.54E-05	-4.7209525	-1.52697189	TBXA2R
210155_at	7.73E-03	9.58E-05	-4.7191614	-1.72019389	MYOC
210198_s_at	7.73E-03	9.60E-05	-4.7183087	-1.77437731	PLP1
206201_s_at	7.73E-03	9.61E-05	-4.7181778	-2.9842246	MEOX2
224694_at	7.73E-03	9.61E-05	-4.7180609	-1.47063106	ANTXR1
205357_s_at	7.73E-03	9.62E-05	-4.7177605	-2.30228379	AGTR1
226482_s_at	7.74E-03	9.64E-05	4.7168042	1.36768689	TSTD1
202450_s_at	7.80E-03	9.73E-05	-4.7129713	-0.94690529	CTSK
225566_at	7.80E-03	9.75E-05	-4.7122878	-2.93347533	NRP2
1561624_at	7.80E-03	9.77E-05	-4.7116103	-2.233847	LOC101927537
201035_s_at	7.80E-03	9.77E-05	4.7114419	1.23500151	HADH
227568_at	7.85E-03	9.85E-05	-4.7080926	-1.18388508	HECTD2
1556488_s_at	7.87E-03	9.89E-05	-4.7066092	-2.52667316	MAATS1
202238_s_at	7.87E-03	9.94E-05	-4.7043238	-2.06929346	LOC101928916///NNMT
204041_at	7.87E-03	9.95E-05	-4.7040215	-1.78134379	MAOB
202003_s_at	7.87E-03	9.95E-05	4.7039517	1.64465254	ACAA2
1554678_s_at	7.87E-03	9.95E-05	-4.7038563	-1.23381065	HNRNPDL
212470_at	7.87E-03	9.96E-05	4.7035918	0.88518912	SPAG9
207961_x_at	7.87E-03	9.98E-05	-4.7029635	-2.85317145	MYH11
217860_at	7.87E-03	1.00E-04	4.7022343	0.84250191	NDUFA10
201617_x_at	7.92E-03	1.01E-04	-4.6993223	-2.29451506	CALD1
233223_at	7.98E-03	1.02E-04	-4.6949402	-1.55762315	
225793_at	7.98E-03	1.02E-04	-4.6949364	-1.33511628	LIX1L
218641_at	7.98E-03	1.02E-04	-4.6945714	-0.95044778	C11orf95
222146_s_at	7.99E-03	1.02E-04	-4.693628	-1.42337248	TCF4
202947_s_at	7.99E-03	1.02E-04	-4.692916	-1.67922214	GYPC
202772_at	8.07E-03	1.04E-04	4.6881462	0.94924626	HMGCL
